,Manga ID,English Title,Japanese Title,Type,Volumes,Chapters,Status,Published,Genres,Author,Serialization,Score,Ranked,Popularity,Members
311,94376,Laid-Back Camp,ゆるキャン△,Manga,Unknown,Unknown,Publishing,"May  23, 2015 to ?","['Comedy', 'Slice', 'Slice']",['Afro (Story & Art)'],Manga Time Kirara Forward,8.25,317,1498,7529
312,994,Unknown,おおきく振りかぶって,Manga,Unknown,Unknown,Publishing,"Sep  25, 2004 to ?","['Comedy', 'Sports', 'Seinen']","['Higuchi, Asa (Story & Art)']",Afternoon,8.25,311,1528,7408
313,1258,Higurashi WHEN THEY CRY: Cotton Drifting Arc,ひぐらしのなく頃に 綿流し編,Manga,2,12,Finished,"Apr  26, 2005 to Mar  25, 2006","['Mystery', 'Drama', 'Horror', 'Psychological']","['Houjou, Yutori (Art)', ' Ryukishi07 (Story)']",Gangan Wing,8.25,312,856,12336
314,7776,A Certain Scientific Railgun,とある魔術の禁書目録外伝 とある科学の超電磁砲〈レールガン〉,Manga,Unknown,Unknown,Publishing,"Feb  21, 2007 to ?","['Action', 'Comedy', 'Sci', 'Sci', 'Super', 'Super']","['Kamachi, Kazuma (Story)', ' Fuyukawa, Motoi (Art)']",Dengeki Daioh,8.25,313,437,21194
315,9296,Seven Days,セブンデイズ,Manga,2,13,Finished,"Sep  1, 2007 to Jun  1, 2009","['Romance', 'School', 'Shounen', 'Shounen', 'Slice', 'Slice']","['Takarai, Rihito (Art)', ' Tachibana, Venio (Story)']",Craft,8.25,314,181,42770
316,11593,Yuru Yuri,ゆるゆり,Manga,Unknown,Unknown,Publishing,"Jun  18, 2008 to ?","['Comedy', 'School', 'Shoujo', 'Shoujo', 'Slice', 'Slice']",['Namori (Story & Art)'],Comic Yuri Hime,8.25,315,1109,9954
317,15805,Unknown,黄昏乙女×アムネジア,Manga,10,54,Finished,"Apr  22, 2008 to Sep  21, 2013","['Mystery', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']",['Maybe (Story & Art)'],Gangan Joker,8.25,316,259,33867
318,936,Unknown,ホムンクルス,Manga,15,166,Finished,"Mar  17, 2003 to Feb  21, 2011","['Mystery', 'Drama', 'Horror', 'Supernatural', 'Psychological', 'Seinen']","['Yamamoto, Hideo (Story & Art)']",Big Comic Spirits,8.24,320,179,43895
319,2924,Unknown,ヒストリエ HISTORIĒ,Manga,Unknown,Unknown,Publishing,"Jan  25, 2003 to ?","['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']","['Iwaaki, Hitoshi (Story & Art)']",Afternoon,8.24,321,708,14457
320,13702,My Little Monster,となりの怪物くん,Manga,13,55,Finished,"Aug  23, 2008 to Nov  22, 2013","['Comedy', 'Romance', 'School', 'Shoujo']",['Robico (Story & Art)'],Dessert,8.24,322,77,74628
321,92299,Unknown,ベルセルク 深淵の神②,One-shot,Unknown,1,Finished,"Jul  12, 1996",['Seinen'],"['Miura, Kentarou (Story & Art)']",Young Animal,8.24,324,1663,6821
322,103989,Unknown,会長はメイド様！マリアージュ,Manga,1,7,Finished,"Nov  8, 2013 to Apr  24, 2018","['Comedy', 'Romance', 'School', 'Shoujo']","['Fujiwara, Hiro (Story & Art)']",LaLa DX,8.24,325,2219,5248
323,67401,The Morose Mononokean,不機嫌なモノノケ庵,Manga,Unknown,Unknown,Publishing,"Sep  12, 2013 to ?","['Comedy', 'Supernatural']","['Wazawa, Kiri (Story & Art)']",Gangan Online,8.24,323,1372,8211
324,24294,Ao Haru Ride,アオハライド AO―HARU―RIDE,Manga,13,53,Finished,"Jan  13, 2011 to Feb  13, 2015","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Sakisaka, Io (Story & Art)']",Bessatsu Margaret,8.24,319,36,111675
325,20242,Unknown,貧乏神が！,Manga,16,81,Finished,"Jun  4, 2008 to Jul  4, 2013","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","['Sukeno, Yoshiaki (Story & Art)']",Jump SQ.,8.23,335,673,15072
326,21784,Unknown,大伝説の勇者の伝説,Novel,Unknown,Unknown,Publishing,"Oct  25, 2007 to ?","['Action', 'Adventure', 'Fantasy', 'Magic']","['Kagami, Takaya (Story)', ' Toyota, Saori (Art)']",None,8.23,336,4902,2309
327,26178,Unknown,曇天に笑う,Manga,6,29,Finished,"Oct  15, 2010 to May  15, 2013","['Action', 'Historical', 'Shoujo', 'Supernatural']","['Karakara, Kemuri (Story & Art)']",Comic Avarus,8.23,337,570,17378
328,33297,Unknown,アオハライド,Novel,6,20,Finished,"Dec  27, 2011 to Jun  2, 2015","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Sakisaka, Io (Art)', ' Abe, Akiko (Story)']",None,8.23,338,582,17078
329,37755,Unknown,斉木楠雄のΨ難,Manga,26,290,Finished,"May  14, 2012 to Jul  26, 2018","['Comedy', 'Shounen', 'Supernatural']","['Asou, Shuuichi (Story & Art)']",Shounen Jump (Weekly),8.23,340,633,15821
330,445,GTO: The Early Years,湘南純愛組！,Manga,31,267,Finished,"Sep  26, 1990 to Sep  18, 1996","['Action', 'Comedy', 'Drama', 'Romance', 'School', 'Shounen']","['Fujisawa, Tohru (Story & Art)']",Shounen Magazine (Weekly),8.23,326,875,12127
331,1101,Unknown,アクメツ,Manga,18,162,Finished,"Oct 2002 to Apr  6, 2006","['Action', 'Drama', 'Shounen', 'Police', 'Psychological', 'Thriller']","['Tabata, Yoshiaki (Story)', ' Yugo, Yuuki (Art)']",Shounen Champion,8.23,327,234,35996
332,1110,Happy Cafe,幸福喫茶3丁目,Manga,15,88,Finished,"Dec  4, 2004 to Aug  20, 2009","['Comedy', 'Romance', 'Shoujo', 'Slice', 'Slice']","['Matsuzuki, Kou (Story & Art)']",Hana to Yume,8.23,328,637,15779
333,1257,Higurashi WHEN THEY CRY: Abducted by Demons Arc,ひぐらしのなく頃に 鬼隠し編,Manga,2,7,Finished,"Mar  24, 2005 to Mar  24, 2006","['Mystery', 'Drama', 'Horror', 'Psychological']","['Suzuragi, Karin (Art)', ' Ryukishi07 (Story)']",Gangan Powered,8.23,329,568,17460
334,3571,Unknown,天 天和通りの快男児,Manga,18,164,Finished,Aug 1989 to Apr 2002,"['Drama', 'Game']","['Fukumoto, Nobuyuki (Story & Art)']",Kindai Mahjong Gold,8.23,330,3639,3198
335,8557,Unknown,君と僕。,Manga,Unknown,Unknown,Publishing,Feb 2003 to ?,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice', 'Slice']","['Hotta, Kiichi (Story & Art)']",GFantasy,8.23,331,1416,8006
336,16144,Umineko WHEN THEY CRY Episode 4: Alliance of the Golden Witch,うみねこのなく頃に - Episode 4: Alliance of the Golden Witch,Manga,6,29,Finished,"Oct  1, 2009 to Feb  2, 2012","['Demons', 'Mystery', 'Drama', 'Horror', 'Magic', 'Psychological']","['Ryukishi07 (Story)', ' Souichirou (Art)']",Gangan Online,8.23,332,1615,6987
337,110485,Unknown,終末のワルキューレ,Manga,Unknown,Unknown,Publishing,"Nov  25, 2017 to ?","['Action', 'Drama', 'Super', 'Super', 'Supernatural', 'Seinen']","['Fukui, Takumi (Story)', ' Umemura, Shinya (Story)', ' Ajichika (Art)']",Comic Zenon,8.23,333,560,17589
338,112370,Unknown,스피릿 핑거스,Manhwa,Unknown,Unknown,Publishing,"May  16, 2015 to ?","['Comedy', 'Romance', 'Slice', 'Slice']","['Han, Kyoung-chal (Story & Art)']",Naver Webtoon,8.23,334,7589,1381
339,112694,Unknown,ふしぎねこのきゅーちゃん,Manga,Unknown,Unknown,Publishing,"Jan  30, 2018 to ?","['Comedy', 'Slice', 'Slice']","['Nitori, Sasami (Story & Art)']",twi4,8.22,344,4076,2856
340,36131,Unknown,Fate/kaleid liner プリズマ☆イリヤ ドライ!!,Manga,Unknown,Unknown,Publishing,"May  26, 2012 to ?","['Action', 'Comedy', 'Fantasy', 'Magic']","['Hiroyama, Hiroshi (Story & Art)']",Comp Ace,8.23,339,1668,6802
341,37705,Cheese in the Trap Season 1,치즈인더트랩 시즌1,Manhwa,6,27,Finished,"Jul  7, 2010 to May  26, 2011","['Comedy', 'Mystery', 'Romance', 'School', 'Slice', 'Slice']",['Soonkki (Story & Art)'],Naver Webtoon,8.22,341,607,16431
342,41865,Unknown,恥知らずのパープルヘイズ －ジョジョの奇妙な冒険より－,Novel,1,8,Finished,"Sep  16, 2011","['Action', 'Adventure', 'Shounen', 'Super', 'Super']","['Araki, Hirohiko (Art)', ' Kadono, Kouhei (Story)']",None,8.22,342,1667,6804
343,46010,xxxHOLiC Rei,xxxHOLiC・戻,Manga,Unknown,Unknown,Publishing,"Mar  4, 2013 to ?","['Mystery', 'Drama', 'Supernatural', 'Seinen']",['CLAMP (Story & Art)'],Young Magazine (Weekly),8.22,343,1182,9436
344,95211,Unknown,orange,Novel,3,22,Finished,"Jul  18, 2015 to Mar  18, 2016","['Drama', 'Romance', 'School', 'Sci', 'Sci']","['Takano, Ichigo (Story & Art)', ' Tokiumi, Yui (Story)']",None,8.22,345,2028,5751
345,103897,Dr. Stone,Dr.STONE,Manga,Unknown,Unknown,Publishing,"Mar  6, 2017 to ?","['Adventure', 'Sci', 'Sci', 'Shounen']","['Inagaki, Riichiro (Story)', ' Boichi (Art)']",Shounen Jump (Weekly),8.22,346,68,80032
346,729,Emma,エマ,Manga,10,72,Finished,"Dec  12, 2001 to Feb  12, 2008","['Historical', 'Romance', 'Slice', 'Slice', 'Seinen']","['Mori, Kaoru (Story & Art)']",Comic Beam,8.22,347,528,18603
347,1076,Unknown,떠돌이 용병 아레스,Manhwa,26,207,Finished,2001 to 2007,"['Action', 'Adventure', 'Drama']","['Ryu, Geum Chel (Story & Art)']",None,8.22,348,836,12565
348,8070,Unknown,戦国妖狐,Manga,17,100,Finished,"Dec  28, 2007 to May  20, 2016","['Action', 'Adventure', 'Demons', 'Drama', 'Shounen']","['Mizukami, Satoshi (Story & Art)']",Blade Online,8.22,349,989,11015
349,10978,Unknown,MAJOR,Manga,78,747,Finished,"Jul  13, 1994 to Jul  7, 2010","['Comedy', 'Drama', 'Shounen', 'Sports']","['Mitsuda, Takuya (Story & Art)']",Shounen Sunday,8.22,350,2974,3919
350,11652,Kuroko's Basketball,黒子のバスケ,Manga,30,276,Finished,"Dec  8, 2008 to Sep  1, 2014","['Comedy', 'School', 'Shounen', 'Sports']","['Fujimaki, Tadatoshi (Story & Art)']",Shounen Jump (Weekly),8.22,351,119,59914
351,17,Kare Kano: His and Her Circumstances,彼氏彼女の事情,Manga,21,108,Finished,"Dec  22, 1995 to May  10, 2005","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo']","['Tsuda, Masami (Story & Art)']",LaLa,8.21,352,317,28841
352,53,Yu Yu Hakusho,幽☆遊☆白書,Manga,19,176,Finished,"Nov  20, 1990 to Jul  12, 1994","['Action', 'Comedy', 'Drama', 'Shounen', 'Supernatural']","['Togashi, Yoshihiro (Story & Art)']",Shounen Jump (Weekly),8.21,353,187,42018
353,92,Sailor Moon,美少女戦士セーラームーン,Manga,18,61,Finished,"Dec  28, 1991 to Feb  3, 1997","['Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","['Takeuchi, Naoko (Story & Art)']",Nakayoshi,8.21,354,237,35892
354,635,Godchild,ゴッド チャイルド,Manga,8,48,Finished,"May  2, 2001 to Oct  4, 2003","['Mystery', 'Historical', 'Horror', 'Shoujo', 'Shounen', 'Shounen', 'Supernatural']","['Yuki, Kaori (Story & Art)']",Hana to Yume,8.21,355,669,15146
355,705,Lunar Legend Tsukihime,真月譚 月姫,Manga,10,74,Finished,"Aug  21, 2003 to Jul  27, 2010","['Action', 'Horror', 'Romance', 'Vampire', 'Supernatural']","['Type-Moon (Story)', ' Nasu, Kinoko (Story)', ' Sasaki, Shonen (Story & Art)']",Dengeki Daioh,8.21,356,370,25518
356,3008,Unknown,ジョジョの奇妙な冒険 黄金の風,Manga,17,155,Finished,"Nov  28, 1995 to Mar  23, 1999","['Action', 'Adventure', 'Shounen']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.21,357,93,68901
357,7010,NG Life,NGライフ; エヌジーライフ,Manga,9,54,Finished,"Feb  1, 2006 to Mar  5, 2009","['Comedy', 'Drama', 'Historical', 'Romance', 'Shoujo', 'Supernatural']","['Kusanagi, Mizuho (Story & Art)']",Hana to Yume,8.21,358,1212,9201
358,7749,Oresama Teacher,俺様ティーチャー,Manga,29,Unknown,Finished,"Jul  5, 2007 to Feb  5, 2020","['Comedy', 'School', 'Shoujo']","['Tsubaki, Izumi (Story & Art)']",Hana to Yume,8.21,359,283,31731
359,8652,Unknown,残酷な神が支配する,Manga,17,55,Finished,"May  26, 1992 to May  26, 2001","['Drama', 'Shoujo', 'Shounen', 'Shounen', 'Psychological']","['Hagio, Moto (Story & Art)']",Petit Flower,8.21,360,2221,5245
360,10884,Ace of the Diamond,ダイヤのA〈エース〉,Manga,47,418,Finished,"May  17, 2006 to Jul  15, 2015","['Comedy', 'School', 'Shounen', 'Sports']","['Terajima, Yuuji (Story & Art)']",Shounen Magazine (Weekly),8.21,361,719,14215
361,18251,Unknown,吾命騎士,Novel,8,98,Finished,"Jul  9, 2007 to Nov  8, 2011","['Fantasy', 'Supernatural']","['Yu, Wo (Story)', ' Ya Sha (Art)']",None,8.21,367,4443,2594
362,18570,Unknown,ウルトラヘヴン,Manga,Unknown,Unknown,Publishing,"Jun  12, 2001 to ?","['Drama', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Koike, Keiichi (Story & Art)']",Comic Beam,8.21,368,1938,6004
363,26769,The Kawai Complex Guide to Manors and Hostel,僕らはみんな河合荘,Manga,11,93,Finished,"Apr  30, 2010 to May  30, 2018","['Comedy', 'Romance', 'School', 'Slice', 'Slice', 'Seinen']","['Miyahara, Ruri (Story & Art)']",Young King OURs,8.21,369,341,27280
364,27029,Unknown,桜蘭高校ホスト部,Manga,Unknown,2,Finished,"Jul  23, 2011 to Aug  24, 2011","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Harem', 'Gender', 'Gender']","['Hatori, Bisco (Story & Art)']",LaLa,8.21,370,1957,5954
365,49835,Is the order a rabbit?,ご注文はうさぎですか？,Manga,Unknown,Unknown,Publishing,"Jan  19, 2011 to ?","['Comedy', 'Slice', 'Slice']",['Koi (Story & Art)'],Manga Time Kirara MAX,8.21,371,3134,3721
366,112589,Unknown,トニカクカワイイ,Manga,Unknown,Unknown,Publishing,"Feb  14, 2018 to ?","['Comedy', 'Romance', 'Shounen']","['Hata, Kenjirou (Story & Art)']",Shounen Sunday,8.21,372,398,23157
367,93097,Unknown,〈物語〉シリーズ オフシーズン,Novel,4,12,Finished,"Oct  5, 2015 to Jan  11, 2017","['Comedy', 'Mystery', 'Drama', 'Vampire', 'Supernatural']","['NISIO, ISIN (Story)', ' VOFAN (Art)']",None,8.21,362,4904,2308
368,93972,"The Girl From the Other Side: Siúil, a Rún",とつくにの少女,Manga,Unknown,Unknown,Publishing,"Sep  5, 2015 to ?","['Shounen', 'Supernatural']",['Nagabe (Story & Art)'],Comic Garden,8.21,363,395,23407
369,95243,Re:ZERO -Starting Life in Another World- Ex,Re:ゼロから始める異世界生活Ex,Novel,Unknown,Unknown,Publishing,"Jun  25, 2015 to ?",['Fantasy'],"['Nagatsuki, Tappei (Story)', ' Ootsuka, Shinichirou (Art)']",None,8.21,364,3730,3119
370,101396,Sasaki and Miyano,佐々木と宮野,Manga,Unknown,Unknown,Publishing,"Feb  26, 2016 to ?","['School', 'Shounen', 'Shounen', 'Slice', 'Slice']","['Harusono, Shou (Story & Art)']",Gene pixiv,8.21,365,2560,4577
371,108495,Unknown,小説 NieR：Automata,Novel,2,20,Finished,"Aug  5, 2017 to Oct  24, 2017","['Action', 'Fantasy', 'Sci', 'Sci']","['Eishima, Jun (Story)']",None,8.21,366,2329,5004
372,103237,Wind Breaker,윈드 브레이커,Manhwa,Unknown,Unknown,Publishing,"Dec  15, 2013 to ?","['Action', 'Drama', 'Sports']","['Jo, Yongseok (Story & Art)']",Naver Webtoon,8.2,381,2527,4649
373,18161,Unknown,刀語,Novel,12,55,Finished,"Jan  9, 2007 to Dec  4, 2007","['Action', 'Adventure', 'Comedy', 'Samurai', 'Romance']","['NISIO, ISIN (Story)', ' Take (Art)']",None,8.2,373,3378,3448
374,61307,Invaders of the Rokujouma!?,六畳間の侵略者!?,Novel,Unknown,Unknown,Publishing,"Mar  1, 2009 to ?","['Comedy', 'Romance', 'School', 'Harem', 'Supernatural']","['Poco (Art)', ' Takehaya (Story)']",None,8.2,382,3206,3633
375,77637,Unknown,Helck,Manga,12,111,Finished,"May  5, 2014 to Dec  18, 2017","['Action', 'Fantasy']","['Nanao, Nanaki (Story & Art)']",Ura Sunday,8.2,383,674,15013
376,463,Welcome to the N.H.K.,NHKにようこそ!,Manga,8,40,Finished,"Dec  26, 2003 to Apr  26, 2007","['Comedy', 'Drama', 'Romance', 'Shounen', 'Psychological']","['Ooiwa, Kenji (Art)', ' Takimoto, Tatsuhiko (Story)']",Shounen Ace,8.2,374,200,40814
377,704,Trigun Maximum,トライガンマキシマム,Manga,14,102,Finished,"Jul 1998 to Feb  27, 2008","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci', 'Sci', 'Seinen']","['Nightow, Yasuhiro (Story & Art)']",Young King OURs,8.2,375,603,16518
378,3102,Girl Friends,GIRL FRIENDS,Manga,5,35,Finished,"Oct  21, 2006 to Aug  21, 2010","['School', 'Shoujo', 'Shoujo', 'Seinen']","['Morinaga, Milk (Story & Art)']",Comic High!,8.2,376,232,36075
379,3403,Rosario+Vampire: Season II,ロザリオとバンパイア SeasonⅡ,Manga,14,67,Finished,"Nov  4, 2007 to Apr  19, 2014","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Romance', 'School', 'Shounen', 'Vampire', 'Harem', 'Supernatural']","['Ikeda, Akihisa (Story & Art)']",Jump SQ.,8.2,377,150,51984
380,8300,Unknown,ベイビーステップ,Manga,47,462,Finished,"Oct  17, 2007 to Nov  1, 2017","['Romance', 'School', 'Shounen', 'Sports']","['Katsuki, Hikaru (Story & Art)']",Shounen Magazine (Weekly),8.2,378,523,18681
381,10010,Unknown,べるぜバブ,Manga,28,250,Finished,"Feb  23, 2009 to Mar  13, 2015","['Action', 'Comedy', 'Demons', 'School', 'Shounen', 'Supernatural']","['Tamura, Ryuuhei (Story & Art)']",Shounen Jump (Weekly),8.2,379,54,94270
382,10892,Full Metal Panic!,フルメタル・パニック!,Novel,12,72,Finished,"Sep  9, 1998 to Aug  20, 2011","['Action', 'Comedy', 'Drama', 'Mecha', 'Romance', 'School', 'Sci', 'Sci', 'Military']","['Gatoh, Shoji (Story)', ' Shiki, Douji (Art)']",None,8.2,380,1822,6302
383,338,Chrno Crusade,クロノクルセイド,Manga,8,59,Finished,"Dec  9, 1998 to May  8, 2004","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci', 'Sci', 'Shounen', 'Supernatural']","['Moriyama, Daisuke (Story & Art)']",Comic Dragon,8.19,385,397,23164
384,573,Wild Adapter,WILD ADAPTER,Manga,Unknown,Unknown,Publishing,2001 to ?,"['Action', 'Comedy', 'Mystery', 'Drama', 'Shounen', 'Shounen']","['Minekura, Kazuya (Story & Art)']",Zero-Sum Online,8.19,386,2178,5342
385,591,High School Debut,高校デビュー,Manga,15,62,Finished,"Aug  13, 2003 to May  13, 2013","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Kawahara, Kazune (Story & Art)']",Bessatsu Margaret,8.19,387,144,52566
386,792,City Hunter,シティーハンター,Manga,35,193,Finished,"Feb  26, 1985 to Nov  19, 1991","['Adventure', 'Comedy', 'Shounen', 'Police']","['Hojo, Tsukasa (Story & Art)']",Shounen Jump (Weekly),8.19,388,1378,8193
387,915,Unknown,ROOKIES,Manga,24,233,Finished,"Feb  3, 1998 to Aug  25, 2003","['Comedy', 'Drama', 'School', 'Shounen', 'Sports', 'Slice', 'Slice']","['Morita, Masanori (Story & Art)']",Shounen Jump (Weekly),8.19,389,1021,10636
388,929,Fushigi Yugi: Genbu Kaiden,ふしぎ遊戯 玄武開伝,Manga,12,40,Finished,"Mar  15, 2003 to Feb  14, 2013","['Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo', 'Gender', 'Gender']","['Watase, Yuu (Story & Art)']",Sho-Comi Zoukan,8.19,390,1065,10288
389,67617,The Rising of the Shield Hero,盾の勇者の成り上がり,Novel,Unknown,Unknown,Publishing,"Aug  22, 2013 to ?",['Fantasy'],"['Aneko, Yusagi (Story)', ' Minami, Seira (Art)']",None,8.19,384,277,32030
390,24705,The Flowers of Evil,惡の華,Manga,11,58,Finished,"Sep  9, 2009 to May  9, 2014","['Drama', 'Romance', 'School', 'Shounen', 'Psychological']","['Oshimi, Shuuzou (Story & Art)']",Bessatsu Shounen Magazine,8.19,392,73,76397
391,118646,The Reason Why Raeliana Ended up at the Duke's Mansion,그녀가 공작저로 가야 했던 사정,Manhwa,Unknown,Unknown,Publishing,"Sep  3, 2017 to ?","['Comedy', 'Fantasy', 'Romance']","['Milcha (Story)', ' Golae (Art)']",Kakao,8.19,391,3410,3416
392,112774,Unknown,おじさまと猫,Manga,Unknown,Unknown,Publishing,"Jun  12, 2017 to ?","['Slice', 'Slice']","['Sakurai, Umi (Story & Art)']",Gangan pixiv,8.18,395,2642,4440
393,113555,Unknown,킹스메이커,Manhwa,3,38,Finished,"Apr  25, 2017 to Nov  14, 2017","['Drama', 'Fantasy', 'Shounen', 'Shounen']","['Haga (Story)', ' Kang, Ji-young (Art)']",Lezhin Comics Webtoon,8.18,396,7028,1522
394,114043,Will you marry me again if you are reborn?,生まれ変わってもまた、私と結婚してくれますか,Manga,Unknown,Unknown,Publishing,"Oct  20, 2017 to ?",['Romance'],"['Morinaga, Miku (Story & Art)']",Gene pixiv,8.18,397,5697,1948
395,98374,Cardcaptor Sakura: Clear Card,カードキャプターさくら クリアカード編,Manga,Unknown,Unknown,Publishing,"Jun  3, 2016 to ?","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",['CLAMP (Story & Art)'],Nakayoshi,8.18,393,1011,10717
396,107948,My Solo Exchange Diary,一人交換日記,Manga,2,27,Finished,"May  23, 2016 to Nov  13, 2017","['Slice', 'Slice']","['Nagata, Kabi (Story & Art)']",pixiv Comic,8.18,394,1768,6444
397,655,Please Save My Earth,ぼくの地球を守って,Manga,21,138,Finished,1987 to 1994,"['Mystery', 'Drama', 'Fantasy', 'Romance', 'Sci', 'Sci', 'Shoujo', 'Space']","['Hiwatari, Saki (Story & Art)']",Hana to Yume,8.18,400,1552,7260
398,661,"Sayonara, Zetsubou-Sensei",さよなら絶望先生,Manga,30,301,Finished,"Apr  27, 2005 to Jun  13, 2012","['Comedy', 'Parody', 'School', 'Shounen']","['Kumeta, Kouji (Story & Art)']",Shounen Magazine (Weekly),8.18,401,449,20795
399,674,Unknown,魔人探偵脳噛ネウロ,Manga,23,203,Finished,"Feb  21, 2005 to Apr  20, 2009","['Mystery', 'Shounen', 'Supernatural']","['Matsui, Yuusei (Story & Art)']",Shounen Jump (Weekly),8.18,402,620,16108
400,872,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,Manga,16,152,Finished,"Mar  20, 1989 to Apr  14, 1992","['Action', 'Adventure', 'Shounen', 'Supernatural']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.18,403,136,54244
401,4625,The Summit of the Gods,神々の山嶺,Manga,5,47,Finished,"Feb  1, 2000 to Mar  1, 2003","['Adventure', 'Mystery', 'Drama', 'Sports', 'Seinen']","['Yumemakura, Baku (Story)', ' Taniguchi, Jiro (Art)']",Business Jump,8.18,404,2554,4586
402,5651,Unknown,クローズ,Manga,26,98,Finished,1990 to 1998,"['Action', 'School', 'Shounen']","['Takahashi, Hiroshi (Story & Art)']",Shounen Champion (Monthly),8.18,405,776,13563
403,17152,Unknown,ONE PIECE STRONG WORLD,One-shot,Unknown,1,Finished,"Nov  21, 2009 to Dec  12, 2009","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super', 'Super']","['Oda, Eiichiro (Story & Art)']",Shounen Jump (Weekly),8.18,406,1007,10772
404,70801,Dead Dead Demon's Dededede Destruction,デッドデッドデーモンズデデデデデストラクション,Manga,Unknown,Unknown,Publishing,"Apr  28, 2014 to ?","['Comedy', 'Drama', 'School', 'Sci', 'Sci', 'Slice', 'Slice', 'Seinen']","['Asano, Inio (Story & Art)']",Big Comic Spirits,8.18,398,385,24187
405,84559,Unknown,猫田のことが気になって仕方ない。,Manga,10,49,Finished,"Apr  3, 2013 to Dec  28, 2016","['School', 'Shoujo']","['Oouta, Rie (Story & Art)']",Ribon Magazine,8.18,399,1565,7222
406,23571,Sunny,Sunny,Manga,6,37,Finished,"Dec  25, 2010 to Jul  27, 2015","['Drama', 'Seinen']","['Matsumoto, Taiyou (Story & Art)']",Ikki,8.18,407,1632,6929
407,24464,Unknown,境界線上のホライゾン,Novel,29,872,Finished,"Sep  10, 2008 to Dec  7, 2018","['Action', 'Comedy', 'Fantasy', 'School', 'Sci', 'Sci']","['Kawakami, Minoru (Story)', ' Satoyasu (Art)']",None,8.18,408,3077,3792
408,26201,When Hikaru was on the earth,ヒカルが地球にいたころ......,Novel,10,93,Finished,"May  30, 2011 to Apr  28, 2014","['Mystery', 'Romance', 'School', 'Supernatural']","['Nomura, Mizuki (Story)', ' Takeoka, Miho (Art)']",None,8.18,409,3340,3487
409,21467,Stargazing Dog,星守る犬,Manga,1,4,Finished,"Jul  22, 2008 to Jan  20, 2009","['Slice', 'Slice', 'Seinen']","['Murakami, Takashi (Story & Art)']",Manga Action,8.17,410,1538,7357
410,37523,Unknown,デート・ア・ライブ,Novel,Unknown,Unknown,Publishing,"Mar  19, 2011 to ?","['Mecha', 'Romance', 'School', 'Sci', 'Sci', 'Harem']","['Tachibana, Koushi (Story)', ' Tsunako (Art)']",None,8.17,411,1079,10185
411,41435,Unknown,K-メモリー・オブ・レッド-,Manga,3,16,Finished,"May  28, 2012 to Jul  27, 2013","['Action', 'Martial', 'Martial', 'Shoujo', 'Supernatural']","['Kuroe, Yui (Art)', ' GoRA (Story)']",ARIA,8.17,412,1196,9322
412,47,Reborn!,家庭教師ヒットマンREBORN!,Manga,42,411,Finished,"May  24, 2004 to Nov  12, 2012","['Action', 'Comedy', 'School', 'Shounen', 'Super', 'Super']","['Amano, Akira (Story & Art)']",Shounen Jump (Weekly),8.17,418,47,98749
413,670,Bokurano: Ours,ぼくらの,Manga,11,66,Finished,"Nov  25, 2003 to Jun  25, 2009","['Drama', 'Mecha', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Kitoh, Mohiro (Story & Art)']",Ikki,8.17,419,442,21021
414,688,Unknown,めぞん一刻,Manga,15,162,Finished,"Oct  14, 1980 to Apr  6, 1987","['Comedy', 'Drama', 'Romance', 'Slice', 'Slice', 'Seinen']","['Takahashi, Rumiko (Story & Art)']",Big Comic Spirits,8.17,420,1094,10128
415,988,Unknown,史上最強の弟子ケンイチ,Manga,61,584,Finished,"Aug  9, 2002 to Sep  17, 2014","['Action', 'Comedy', 'Drama', 'Ecchi', 'Martial', 'Martial', 'Shounen']","['Matsuena, Syun (Story & Art)']",Shounen Sunday,8.17,421,133,55871
