,Manga ID,English Title,Japanese Title,Type,Volumes,Chapters,Status,Published,Genres,Author,Serialization,Score,Ranked,Popularity,Members
0,2,Berserk,ベルセルク,Manga,Unknown,Unknown,Publishing,"Aug  25, 1989 to ?","['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Supernatural', 'Military', 'Psychological', 'Seinen']","['Miura, Kentarou (Story & Art)']",Young Animal,9.33,1,4,296958
1,1706,Unknown,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,Manga,24,96,Finished,"Jan  19, 2004 to Apr  19, 2011","['Action', 'Adventure', 'Mystery', 'Historical', 'Horror', 'Shounen', 'Supernatural']","['Araki, Hirohiko (Story & Art)']",Ultra Jump,9.21,2,50,97073
2,25,Fullmetal Alchemist,鋼の錬金術師,Manga,27,116,Finished,"Jul  12, 2001 to Sep  11, 2010","['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Military']","['Arakawa, Hiromu (Story & Art)']",Shounen Gangan,9.12,3,11,197562
3,13,One Piece,ONE PIECE,Manga,Unknown,Unknown,Publishing,"Jul  22, 1997 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super', 'Super']","['Oda, Eiichiro (Story & Art)']",Shounen Jump (Weekly),9.08,4,2,306944
4,1,Monster,MONSTER,Manga,18,162,Finished,"Dec  5, 1994 to Dec  20, 2001","['Mystery', 'Drama', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)']",Big Comic Original,9.07,5,39,103030
5,656,Vagabond,バガボンド,Manga,37,327,On Hiatus,"Mar  23, 1999 to May  21, 2015","['Action', 'Adventure', 'Drama', 'Historical', 'Samurai', 'Seinen']","['Inoue, Takehiko (Story & Art)', ' Yoshikawa, Eiji (Story)']",Morning,9.05,6,22,134645
6,4632,Goodnight Punpun,おやすみプンプン,Manga,13,147,Finished,"Mar  15, 2007 to Nov  2, 2013","['Drama', 'Slice', 'Slice', 'Psychological', 'Seinen']","['Asano, Inio (Story & Art)']",Big Comic Spirits,9.03,7,12,182755
7,16765,Unknown,キングダム,Manga,Unknown,Unknown,Publishing,"Jan  26, 2006 to ?","['Action', 'Drama', 'Historical', 'Military', 'Seinen']","['Hara, Yasuhisa (Story & Art)']",Young Jump,9.01,8,78,73634
8,70345,Grand Blue Dreaming,ぐらんぶる,Manga,Unknown,Unknown,Publishing,"Apr  7, 2014 to ?","['Comedy', 'Slice', 'Slice', 'Seinen']","['Inoue, Kenji (Story)', ' Yoshioka, Kimitake (Art)']",good! Afternoon,9.0,9,71,76527
9,51,Slam Dunk,SLAM DUNK,Manga,31,276,Finished,"Sep  18, 1990 to Jun  4, 1996","['Comedy', 'Drama', 'School', 'Shounen', 'Sports']","['Inoue, Takehiko (Story & Art)']",Shounen Jump (Weekly),8.98,10,89,69802
10,3,20th Century Boys,20世紀少年,Manga,22,249,Finished,"Sep  27, 1999 to Apr  24, 2006","['Mystery', 'Drama', 'Historical', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)']",Big Comic Spirits,8.96,11,37,104666
11,14893,Unknown,〈物語〉シリーズ ファーストシーズン,Novel,6,107,Finished,"Nov  1, 2006 to Jul  28, 2010","['Action', 'Comedy', 'Mystery', 'Romance', 'Vampire', 'Supernatural']","['NISIO, ISIN (Story)', ' VOFAN (Art)']",Mephisto,8.94,12,257,33915
12,121496,Unknown,나 혼자만 레벨업,Manhwa,Unknown,Unknown,Publishing,"Mar  4, 2018 to ?","['Action', 'Adventure', 'Fantasy']","['Chugong (Story)', ' Jang, Sung-rak (Art)']",Kakao,8.94,13,57,89052
13,90125,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,Manga,Unknown,Unknown,Publishing,"May  19, 2015 to ?","['Comedy', 'Romance', 'School', 'Seinen']","['Akasaka, Aka (Story & Art)']",Young Jump,8.93,14,43,101451
14,40171,"My Youth Romantic Comedy Is Wrong, As I Expected",やはり俺の青春ラブコメはまちがっている。,Novel,Unknown,Unknown,Publishing,"Mar  23, 2011 to ?","['Comedy', 'Romance', 'School']","['Watari, Wataru (Story)', ' Ponkan⑧ (Art)']",None,8.9,15,168,45120
15,91941,Made in Abyss,メイドインアビス,Manga,Unknown,Unknown,Publishing,"Oct  20, 2012 to ?","['Adventure', 'Drama', 'Fantasy', 'Sci', 'Sci']","['Tsukushi, Akihito (Story & Art)']",Web Comic Gamma,8.89,16,74,75981
16,336,GTO: Great Teacher Onizuka,GTO,Manga,25,208,Finished,"Dec  11, 1996 to Jan  30, 2002","['Action', 'Comedy', 'Drama', 'Ecchi', 'School', 'Shounen']","['Fujisawa, Tohru (Story & Art)']",Shounen Magazine (Weekly),8.89,17,58,89013
17,9115,Spice & Wolf,狼と香辛料,Novel,Unknown,Unknown,Publishing,"Feb  10, 2006 to ?","['Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Supernatural']","['Hasekura, Isuna (Story)', ' Ayakura, Juu (Art)']",None,8.89,18,176,44065
18,23751,Unknown,〈物語〉シリーズ セカンドシーズン,Novel,6,199,Finished,"Oct  27, 2010 to Dec  20, 2011","['Comedy', 'Mystery', 'Drama', 'Vampire', 'Supernatural']","['NISIO, ISIN (Story)', ' VOFAN (Art)']",None,8.88,19,881,12061
19,104,Yotsuba&!,よつばと!,Manga,Unknown,Unknown,Publishing,"Mar  21, 2003 to ?","['Comedy', 'Slice', 'Slice']","['Azuma, Kiyohiko (Story & Art)']",Dengeki Daioh,8.87,20,52,95958
20,642,Vinland Saga,ヴィンランド・サガ,Manga,Unknown,Unknown,Publishing,"Apr  13, 2005 to ?","['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']","['Yukimura, Makoto (Story & Art)']",Afternoon,8.87,21,28,117331
21,651,Nausicaä of the Valley of the Wind,風の谷のナウシカ,Manga,7,59,Finished,"Oct  9, 1982 to Feb  10, 1994","['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Miyazaki, Hayao (Story & Art)']",Animage,8.86,22,236,35893
22,56805,A Silent Voice,聲の形,Manga,7,64,Finished,"Aug  7, 2013 to Nov  19, 2014","['Drama', 'School', 'Shounen']","['Ooima, Yoshitoki (Story & Art)']",Shounen Magazine (Weekly),8.86,23,13,179388
23,21525,Yona of the Dawn,暁のヨナ,Manga,Unknown,Unknown,Publishing,"Aug  5, 2009 to ?","['Action', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']","['Kusanagi, Mizuho (Story & Art)']",Hana to Yume,8.85,24,72,76447
24,1303,Unknown,あしたのジョー,Manga,20,171,Finished,"Jan  1, 1968 to May  13, 1973","['Drama', 'Shounen', 'Sports', 'Slice', 'Slice']","['Kajiwara, Ikki (Story)', ' Chiba, Tetsuya (Art)']",Shounen Magazine (Weekly),8.85,25,423,22101
25,55215,The Empty Box and Zeroth Maria,空ろの箱と零のマリア,Novel,7,40,Finished,"Jan  10, 2009 to Jun  10, 2015","['Action', 'Mystery', 'Drama', 'Horror', 'Romance', 'School', 'Supernatural', 'Psychological', 'Thriller']","['Mikage, Eiji (Story)', ' Tetsuo (Art)']",None,8.84,26,70,76928
26,35243,Haikyu!!,ハイキュー!!,Manga,Unknown,Unknown,Publishing,"Feb  20, 2012 to ?","['Comedy', 'Drama', 'School', 'Shounen', 'Sports']","['Furudate, Haruichi (Story & Art)']",Shounen Jump (Weekly),8.83,27,56,91000
27,14483,Space Brothers,宇宙兄弟,Manga,Unknown,Unknown,Publishing,"Dec  6, 2007 to ?","['Drama', 'Sci', 'Sci', 'Space', 'Seinen']","['Koyama, Chuuya (Story & Art)']",Morning,8.82,28,524,18647
28,1224,Unknown,3月のライオン,Manga,Unknown,Unknown,Publishing,"Jul  13, 2007 to ?","['Drama', 'Game', 'Slice', 'Slice', 'Seinen']","['Umino, Chika (Story & Art)']",Young Animal,8.81,29,276,32001
29,44227,Unknown,〈物語〉シリーズ ファイナルシーズン,Novel,6,231,Finished,"Sep  28, 2012 to Sep  18, 2014","['Comedy', 'Mystery', 'Vampire', 'Supernatural']","['NISIO, ISIN (Story)', ' VOFAN (Art)']",None,8.8,30,1119,9879
30,44347,One-Punch Man,ワンパンマン,Manga,Unknown,Unknown,Publishing,"Jun  14, 2012 to ?","['Action', 'Comedy', 'Parody', 'Sci', 'Sci', 'Super', 'Super', 'Supernatural']","['Murata, Yusuke (Art)', ' ONE (Story)']",Tonari no Young Jump,8.77,31,7,249062
31,44489,Land of the Lustrous,宝石の国,Manga,Unknown,Unknown,Publishing,"Oct  25, 2012 to ?","['Action', 'Fantasy', 'Seinen']","['Ichikawa, Haruko (Story & Art)']",Afternoon,8.77,32,193,41565
32,418,Mushishi,蟲師,Manga,10,50,Finished,"Nov 1999 to Aug  25, 2008","['Mystery', 'Fantasy', 'Historical', 'Supernatural', 'Seinen']","['Urushibara, Yuki (Story & Art)']",Afternoon,8.77,33,163,46511
33,122663,Tower of God,신의 탑,Manhwa,Unknown,Unknown,Publishing,"Jul  5, 2010 to ?","['Action', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",['SIU (Story & Art)'],Naver Webtoon,8.76,34,120,59474
34,4,Unknown,ヨコハマ買い出し紀行,Manga,14,142,Finished,"Apr  25, 1994 to Feb  25, 2006","['Drama', 'Sci', 'Sci', 'Slice', 'Slice', 'Seinen']","['Ashinano, Hitoshi (Story & Art)']",Afternoon,8.73,35,206,39806
35,21,Death Note,DEATH NOTE,Manga,12,108,Finished,"Dec  1, 2003 to May  15, 2006","['Mystery', 'Drama', 'Shounen', 'Supernatural', 'Psychological']","['Obata, Takeshi (Art)', ' Ohba, Tsugumi (Story)']",Shounen Jump (Weekly),8.73,36,8,247508
36,657,Real,リアル,Manga,Unknown,Unknown,Publishing,1999 to ?,"['Drama', 'Sports', 'Psychological', 'Seinen']","['Inoue, Takehiko (Story & Art)']",Young Jump,8.73,37,288,31030
37,1859,Natsume's Book of Friends,夏目友人帳,Manga,Unknown,Unknown,Publishing,"Jun  10, 2003 to ?","['Drama', 'Shoujo', 'Supernatural']","['Midorikawa, Yuki (Story & Art)']",LaLa DX,8.73,38,297,30104
38,81669,Overlord,オーバーロード,Novel,Unknown,Unknown,Publishing,"Jul  30, 2012 to ?","['Action', 'Fantasy', 'Game', 'Magic', 'Supernatural']","['Maruyama, Kugane (Story)', ' so-bin (Art)']",None,8.73,39,229,36346
39,100448,I sold my life for ten thousand yen per year.,寿命を買い取ってもらった。一年につき、一万円で。,Manga,3,18,Finished,"Aug  10, 2016 to Oct  25, 2017","['Drama', 'Shounen']","['Taguchi, Shouichi (Art)', ' Miaki, Sugaru (Story)']",Shounen Jump+,8.72,40,186,42114
40,664,Akira,AKIRA,Manga,6,120,Finished,"Dec  6, 1982 to Jun  11, 1990","['Action', 'Sci', 'Sci', 'Seinen']","['Otomo, Katsuhiro (Story & Art)']",Young Magazine (Weekly),8.72,41,92,68965
41,28,Nana,NANA,Manga,21,84,On Hiatus,"May  26, 2000 to May  26, 2009","['Drama', 'Music', 'Romance', 'Shoujo', 'Slice', 'Slice']","['Yazawa, Ai (Story & Art)']",Cookie,8.7,42,106,64056
42,26,Hunter x Hunter,HUNTER×HUNTER,Manga,Unknown,Unknown,Publishing,"Mar  3, 1998 to ?","['Action', 'Adventure', 'Fantasy', 'Shounen', 'Super', 'Super']","['Togashi, Yoshihiro (Story & Art)']",Shounen Jump (Weekly),8.69,43,17,148593
43,11734,Unknown,私たちの幸せな時間,Manga,1,8,Finished,"Mar  28, 2008 to Aug  22, 2008","['Drama', 'Music', 'Romance', 'Slice', 'Slice', 'Psychological', 'Seinen']","['Yumeka, Sumomo (Art)']",Comic Bunch,8.69,44,67,81505
44,89357,Classroom of the Elite,ようこそ実力至上主義の教室へ,Novel,Unknown,Unknown,Publishing,"May  25, 2015 to ?","['Drama', 'School', 'Psychological']","['Tomose, Shunsaku (Art)', ' Kinugasa, Shougo (Story)']",None,8.69,45,459,20476
45,78523,ReLIFE,ReLIFE,Manga,Unknown,237,Finished,"Oct  12, 2013 to Mar  16, 2018","['Comedy', 'Drama', 'Romance', 'School', 'Slice', 'Slice']","['Yayoi, Sou (Story & Art)']",comico,8.68,46,44,101205
46,24875,Unknown,新約 とある魔術の禁書目録,Novel,23,178,Finished,"Mar  10, 2011 to Jul  10, 2019","['Action', 'Comedy', 'Fantasy', 'Magic', 'Sci', 'Sci', 'Super', 'Super', 'Supernatural']","['Kamachi, Kazuma (Story)', ' Haimura, Kiyotaka (Art)']",None,8.68,47,1144,9669
47,7,Unknown,はじめの一歩,Manga,Unknown,Unknown,Publishing,"Sep  27, 1989 to ?","['Action', 'Comedy', 'Drama', 'Shounen', 'Sports']","['Morikawa, George (Story & Art)']",Shounen Magazine (Weekly),8.68,48,158,48463
48,145,BECK: Mongolian Chop Squad,BECK,Manga,34,103,Finished,"Feb  17, 2000 to Jun  5, 2008","['Comedy', 'Drama', 'Music', 'Romance', 'Shounen', 'Slice', 'Slice']","['Sakuishi, Harold (Story & Art)']",Shounen Magazine (Monthly),8.68,49,207,39729
49,904,Lone Wolf & Cub,子連れ狼,Manga,28,142,Finished,Sep 1970 to Apr 1976,"['Action', 'Historical', 'Samurai', 'Seinen']","['Koike, Kazuo (Story)', ' Kojima, Goseki (Art)']",Manga Action,8.67,50,358,26258
50,60553,Konosuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,Novel,Unknown,Unknown,Publishing,"Oct  1, 2013 to ?","['Adventure', 'Comedy', 'Fantasy', 'Supernatural']","['Mishima, Kurone (Art)', ' Akatsuki, Natsume (Story)']",None,8.67,51,330,27918
51,88660,Bloom Into You,やがて君になる,Manga,8,50,Finished,"Apr  27, 2015 to Sep  27, 2019","['Drama', 'School', 'Shoujo', 'Shoujo']","['Nakatani, Nio (Story & Art)']",Dengeki Daioh,8.67,52,216,38437
52,121269,Unknown,어느 날 공주가 되어버렸다,Manhwa,Unknown,Unknown,Publishing,"Dec  20, 2017 to ?","['Comedy', 'Fantasy', 'Romance']","['Plutus (Story)', ' Spoon (Art)']",None,8.67,53,1355,8288
53,119161,Spy x Family,SPY×FAMILY,Manga,Unknown,Unknown,Publishing,"Mar  25, 2019 to ?","['Action', 'Comedy', 'Shounen']","['Endou, Tatsuya (Story & Art)']",Shounen Jump+,8.66,54,152,51539
54,105084,Toilet-Bound Hanako-kun,地縛少年 花子くん,Manga,Unknown,Unknown,Publishing,"Dec  18, 2014 to ?","['School', 'Supernatural']","['Aida, Iro (Story & Art)']",GFantasy,8.66,55,348,26894
55,37707,Your Lie in April,四月は君の嘘,Manga,11,44,Finished,"Apr  6, 2011 to Feb  6, 2015","['Drama', 'Music', 'Romance', 'School', 'Shounen']","['Arakawa, Naoshi (Story & Art)']",Shounen Magazine (Monthly),8.66,56,143,52666
56,34053,Umineko When They Cry Episode 8: Twilight of the Golden Witch,うみねこのなく頃に散 - Episode 8: Twilight of the Golden Witch,Manga,9,42,Finished,"Jan  21, 2012 to Jun  22, 2015","['Mystery', 'Drama', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","['Natsumi, Kei (Art)', ' Ryukishi07 (Story)']",Gangan Joker,8.65,57,1643,6895
57,35513,Unknown,〈古典部〉シリーズ,Novel,Unknown,Unknown,Publishing,"Oct  31, 2001 to ?","['Adventure', 'Mystery', 'School']","['Yonezawa, Honobu (Story)']",None,8.65,58,1153,9611
58,111213,Unknown,후레자식,Manhwa,5,94,Finished,"Jul  4, 2014 to May  6, 2016","['Mystery', 'Drama', 'Horror', 'Romance', 'Psychological']","['Kim, Carnby (Story)', ' Hwang, Young-chan (Art)']",Naver Webtoon,8.65,59,169,45192
59,81211,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,終末なにしてますか？忙しいですか？救ってもらっていいですか？,Novel,5,25,Finished,"Nov  1, 2014 to Apr  1, 2016","['Drama', 'Fantasy', 'Romance', 'Sci', 'Sci']","['Kareno, Akira (Story)', ' ue (Art)']",None,8.65,60,657,15535
60,103701,Unknown,BEASTARS,Manga,Unknown,Unknown,Publishing,"Sep  8, 2016 to ?","['Drama', 'Shounen', 'Slice', 'Slice', 'Psychological']","['Itagaki, Paru (Story & Art)']",Shounen Champion,8.65,61,178,43936
61,81,Aria,ARIA,Manga,12,67,Finished,"Feb  28, 2002 to Feb  29, 2008","['Adventure', 'Comedy', 'Drama', 'Sci', 'Sci', 'Shounen', 'Slice', 'Slice']","['Amano, Kozue (Story & Art)']",Comic Blade,8.64,62,402,23006
62,9726,Unknown,戯言シリーズ,Novel,9,71,Finished,"Feb  5, 2002 to Nov  7, 2005","['Action', 'Mystery', 'Drama', 'Supernatural']","['NISIO, ISIN (Story)', ' Take (Art)']",None,8.64,63,818,12912
63,42001,Unknown,長歌行,Manhua,Unknown,Unknown,Publishing,Feb 2011 to ?,"['Action', 'Adventure', 'Drama', 'Historical']","['Xia, Da (Story & Art)']",Comic Fans,8.64,64,531,18525
64,72467,Girls' Last Tour,少女終末旅行,Manga,6,47,Finished,"Feb  21, 2014 to Jan  12, 2018","['Adventure', 'Slice', 'Slice']",['Tsukumizu (Story & Art)'],Kurage Bunch,8.64,65,440,21102
65,399,Kino no Tabi: The Beautiful World,キノの旅 -the Beautiful World-,Novel,Unknown,Unknown,Publishing,"Mar  10, 2000 to ?","['Adventure', 'Mystery', 'Drama', 'Fantasy', 'Sci', 'Sci', 'Psychological']","['Sigsawa, Keiichi (Story)', ' Kuroboshi, Kouhaku (Art)']",None,8.63,66,958,11318
66,610,Skip Beat!,スキップ・ビート！,Manga,Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","['Comedy', 'Drama', 'Romance', 'Shoujo']","['Nakamura, Yoshiki (Story & Art)']",Hana to Yume,8.63,67,81,72958
67,22,Rurouni Kenshin: Meiji Swordsman Romantic Story,るろうに剣心 -明治剣客浪漫譚-,Manga,28,259,Finished,"Apr  12, 1994 to Sep  21, 1999","['Action', 'Drama', 'Historical', 'Samurai', 'Shounen']","['Watsuki, Nobuhiro (Story & Art)']",Shounen Jump (Weekly),8.62,68,91,69192
68,745,Pluto: Urusawa x Tezuka,PLUTO,Manga,8,65,Finished,"Sep  9, 2003 to Apr  1, 2009","['Action', 'Mystery', 'Mecha', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)', ' Tezuka, Osamu (Story)']",Big Comic Original,8.62,69,140,54031
69,3006,JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,Manga,18,174,Finished,"Apr  21, 1992 to Nov  21, 1995","['Action', 'Shounen', 'Supernatural']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.62,70,126,58572
70,3031,Pandora Hearts,PandoraHearts,Manga,24,107,Finished,"May  18, 2006 to Mar  18, 2015","['Adventure', 'Mystery', 'Fantasy', 'Shounen', 'Supernatural']","['Mochizuki, Jun (Story & Art)']",GFantasy,8.62,71,35,113839
71,45143,Unknown,この音とまれ！,Manga,Unknown,Unknown,Publishing,"Aug  4, 2012 to ?","['Drama', 'School', 'Shounen']","['Sakura, Amyuu (Story & Art)']",Jump SQ.,8.62,72,567,17470
72,44307,Blank Canvas: My So-Called Artist's Journey,かくかくしかじか,Manga,5,34,Finished,"Nov  28, 2011 to Jan  28, 2015","['Slice', 'Slice', 'Josei']","['Higashimura, Akiko (Story & Art)']",Cocohana,8.61,73,641,15746
73,60783,One Hundred Mob Psycho,モブサイコ100,Manga,16,109,Finished,"Apr  18, 2012 to Dec  22, 2017","['Action', 'Comedy', 'Supernatural']",['ONE (Story & Art)'],MangaONE,8.61,74,124,58614
74,74697,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,Novel,Unknown,Unknown,Publishing,"Jan  23, 2014 to ?","['Action', 'Drama', 'Fantasy']","['Nagatsuki, Tappei (Story)', ' Ootsuka, Shinichirou (Art)']",None,8.61,75,249,34895
75,1133,Dorohedoro,ドロヘドロ,Manga,23,190,Finished,"Nov  30, 2000 to Sep  12, 2018","['Action', 'Comedy', 'Fantasy', 'Horror', 'Seinen']","['Hayashida, Q (Story & Art)']",Ikki,8.61,76,100,67067
76,3649,Unknown,Fate/Zero,Novel,4,18,Finished,"Dec  29, 2006 to Dec  29, 2007","['Action', 'Fantasy', 'Supernatural']","['Takeuchi, Takashi (Art)', ' Urobuchi, Gen (Story)']",None,8.61,77,506,19033
77,11327,Unknown,ONE OUTS,Manga,20,175,Finished,"Nov  14, 1998 to Aug  15, 2006","['Sports', 'Psychological', 'Seinen']","['Kaitani, Shinobu (Story & Art)']",Business Jump,8.6,78,514,18892
78,23390,Attack on Titan,進撃の巨人,Manga,Unknown,Unknown,Publishing,"Sep  9, 2009 to ?","['Action', 'Mystery', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Super', 'Super', 'Supernatural']","['Isayama, Hajime (Story & Art)']",Bessatsu Shounen Magazine,8.6,79,1,312183
79,48399,No Game No Life,ノーゲーム・ノーライフ,Novel,Unknown,Unknown,Publishing,"Apr  25, 2012 to ?","['Comedy', 'Ecchi', 'Fantasy', 'Game', 'Supernatural']","['Kamiya, Yuu (Story & Art)']",None,8.6,80,195,41238
80,98930,Unknown,ヴァイオレット・エヴァーガーデン,Novel,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","['Drama', 'Fantasy']","['Akatsuki, Kana (Story)', ' Takase, Akiko (Art)']",None,8.6,81,801,13170
81,28393,Unknown,坂道のアポロン,Manga,9,45,Finished,"Sep  28, 2007 to Jan  28, 2012","['Drama', 'Music', 'Romance', 'School', 'Slice', 'Slice', 'Josei']","['Kodama, Yuki (Story & Art)']",Flowers (Monthly),8.59,82,482,19732
82,46282,Unknown,痴漢男,Manga,Unknown,21,Finished,2004,"['Comedy', 'Drama', 'Romance', 'Slice', 'Slice']","['Yokota, Takuma (Story & Art)']",None,8.59,83,248,34896
83,1342,Baccano!,バッカーノ!,Novel,Unknown,Unknown,Publishing,"Feb  10, 2003 to ?","['Action', 'Mystery', 'Fantasy']","['Narita, Ryohgo (Story)', ' Enami, Katsumi (Art)']",None,8.59,84,811,12961
84,3083,Unknown,涼宮ハルヒシリーズ,Novel,Unknown,Unknown,On Hiatus,"Jun  6, 2003 to ?","['Comedy', 'Drama', 'School', 'Sci', 'Sci', 'Supernatural']","['Tanigawa, Nagaru (Story)', ' Itou, Noizi (Art)']",The Sneaker,8.59,85,329,27931
85,214,Mobile Suit Gundam: The Origin,機動戦士ガンダム THE ORIGIN,Manga,24,112,Finished,"Jun  25, 2001 to Jun  26, 2014","['Action', 'Drama', 'Mecha', 'Sci', 'Sci', 'Shounen', 'Space', 'Military']","['Yasuhiko, Yoshikazu (Story & Art)', ' Tomino, Yoshiyuki (Story)']",Gundam Ace,8.57,86,1387,8143
86,97244,Unknown,しまなみ誰そ彼,Manga,4,23,Finished,"Mar  6, 2015 to May  23, 2018","['Drama', 'Slice', 'Slice', 'Psychological', 'Seinen']","['Kamatani, Yuhki (Story & Art)']",HiBaNa,8.57,87,389,23741
87,756,Banana Fish,BANANA FISH,Manga,19,110,Finished,"Apr  13, 1985 to Mar  12, 1994","['Action', 'Adventure', 'Drama', 'Shoujo']","['Yoshida, Akimi (Story & Art)']",Betsucomi,8.56,88,538,18225
88,11514,A Bride's Story,乙嫁語り,Manga,Unknown,Unknown,Publishing,"Oct  14, 2008 to ?","['Drama', 'Historical', 'Romance', 'Seinen']","['Mori, Kaoru (Story & Art)']",Harta,8.56,89,189,41739
89,29211,Monthly Girls' Nozaki-kun,月刊少女野崎くん,Manga,Unknown,Unknown,Publishing,"Aug  25, 2011 to ?","['Comedy', 'Romance', 'School']","['Tsubaki, Izumi (Story & Art)']",Gangan Online,8.56,90,137,54227
90,38071,Spirit Circle,スピリットサークル,Manga,6,45,Finished,"May  30, 2012 to Mar  30, 2016","['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural', 'Seinen']","['Mizukami, Satoshi (Story & Art)']",Young King OURs,8.56,91,364,26013
91,70261,Unknown,無職転生 ～異世界行ったら本気だす～,Novel,Unknown,Unknown,Publishing,"Jan  23, 2014 to ?",['Fantasy'],"['Rifujin na Magonote (Story)', ' Sirotaka (Art)']",None,8.56,92,379,24838
92,30,Ouran High School Host Club,桜蘭高校ホスト部,Manga,18,87,Finished,"Jul  24, 2002 to Sep  24, 2010","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Harem', 'Gender', 'Gender']","['Hatori, Bisco (Story & Art)']",LaLa,8.55,93,53,94503
93,88639,"Wake Up, Sleeping Beauty",おはよう、いばら姫,Manga,6,26,Finished,"Nov  22, 2014 to May  24, 2017","['Romance', 'Shoujo']","['Morino, Megumi (Story & Art)']",Dessert,8.55,94,1051,10439
94,33327,Tokyo Ghoul,東京喰種トーキョーグール,Manga,14,144,Finished,"Sep  8, 2011 to Sep  18, 2014","['Action', 'Mystery', 'Drama', 'Horror', 'Supernatural', 'Psychological', 'Seinen']","['Ishida, Sui (Story & Art)']",Young Jump,8.55,95,5,278737
95,698,Neon Genesis Evangelion,新世紀エヴァンゲリオン,Manga,14,97,Finished,"Dec  26, 1994 to Jun  4, 2013","['Action', 'Mystery', 'Drama', 'Mecha', 'Sci', 'Sci', 'Shounen', 'Psychological']","['Sadamoto, Yoshiyuki (Story & Art)']",Shounen Ace,8.54,96,108,63294
96,6978,Legend of the Galactic Heroes,銀河英雄伝説,Novel,10,94,Finished,Nov 1982 to Nov 1987,"['Action', 'Adventure', 'Drama', 'Sci', 'Sci', 'Space', 'Military']","['Tanaka, Yoshiki (Story)', ' Kato, Naoyuki (Art)', ' Kamoshita, Yukihisa (Art)']",None,8.54,97,2358,4961
97,8586,Unknown,브레이커,Manhwa,10,72,Finished,"Jun  1, 2007 to Jul  20, 2010","['Action', 'Comedy', 'Drama', 'Martial', 'Martial', 'School']","['Park, Jin-Hwan (Art)', ' Jeon, Geuk-jin (Story)']",Young Champ,8.54,98,41,102274
98,44,Gin Tama,銀魂,Manga,77,709,Finished,"Dec  8, 2003 to Jun  20, 2019","['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci', 'Sci', 'Shounen']","['Sorachi, Hideaki (Story & Art)']",Shounen Jump (Weekly),8.53,99,103,65065
99,1325,Phoenix,火の鳥,Manga,16,19,Finished,Jan 1967 to Feb 1988,"['Drama', 'Fantasy', 'Historical', 'Romance', 'Sci', 'Sci', 'Shounen', 'Space', 'Supernatural', 'Psychological']","['Tezuka, Osamu (Story & Art)']",Manga Shounen,8.53,100,900,11930
100,1325,Phoenix,火の鳥,Manga,16,19,Finished,Jan 1967 to Feb 1988,"['Drama', 'Fantasy', 'Historical', 'Romance', 'Sci', 'Sci', 'Shounen', 'Space', 'Supernatural', 'Psychological']","['Tezuka, Osamu (Story & Art)']",Manga Shounen,8.53,101,899,11932
101,8157,Kamisama Kiss,神様はじめました,Manga,25,154,Finished,"Feb  20, 2008 to May  20, 2016","['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shoujo', 'Supernatural']","['Suzuki, Julietta (Story & Art)']",Hana to Yume,8.53,102,114,61249
102,92559,Unknown,ダイヤのA act II,Manga,Unknown,Unknown,Publishing,"Aug  19, 2015 to ?","['School', 'Shounen', 'Sports']","['Terajima, Yuuji (Story & Art)']",Shounen Magazine (Weekly),8.53,103,1318,8502
103,104039,Unknown,86―エイティシックス―,Novel,Unknown,Unknown,Publishing,"Feb  10, 2017 to ?","['Drama', 'Sci', 'Sci']","['Shirabi (Art)', ' Asato, Asato (Story)']",None,8.52,104,1710,6641
